Sample	Row	Col	Blank	Project Plate	Project Name	Compressed Plate Name	well_id_96	Well	Sample DNA Concentration	Diluted	Library Well	original_sample_name	replicate	contains_replicates
9736_MChIP_Pig_Colon_Rec_None_NAb.H8	H	7	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D4	H7	0.951		H8	9736_MChIP_Pig_Colon_Rec_None_NAb	2	True
9726_MChIP_Pig_Colon_Rec_None_NAb.J8	J	7	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E4	J7	0.857		J8	9726_MChIP_Pig_Colon_Rec_None_NAb	2	True
9728_MChIP_Pig_Colon_Rec_None_NAb.L8	L	7	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F4	L7	1.012		L8	9728_MChIP_Pig_Colon_Rec_None_NAb	2	True
ChIP_Reag_Cntrl1.N8	N	7	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	G4	N7	0.72		N8	ChIP_Reag_Cntrl1	2	True
ChIP_Reag_Cntrl2.P8	P	7	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	H4	P7	0.719		P8	ChIP_Reag_Cntrl2	2	True
9719_MOL_Pig_Colon_Rec_None_Ab.B10	B	9	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	A5	B9	0.724		B10	9719_MOL_Pig_Colon_Rec_None_Ab	2	True
9729_MOL_Pig_Colon_Rec_None_Ab.D10	D	9	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	B5	D9	0.722		D10	9729_MOL_Pig_Colon_Rec_None_Ab	2	True
9739_MOL_Pig_Colon_Rec_None_Ab.F10	F	9	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	C5	F9	0.74		F10	9739_MOL_Pig_Colon_Rec_None_Ab	2	True
9740_MOL_Pig_Colon_Rec_None_Ab.H10	H	9	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D5	H9	0.717		H10	9740_MOL_Pig_Colon_Rec_None_Ab	2	True
9741_MOL_Pig_Colon_Rec_None_Ab.J10	J	9	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E5	J9	0.722		J10	9741_MOL_Pig_Colon_Rec_None_Ab	2	True
9743_MOL_Pig_Colon_Rec_None_NAb.L10	L	9	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F5	L9	0.749		L10	9743_MOL_Pig_Colon_Rec_None_NAb	2	True
9753_MOL_Pig_Colon_Rec_None_NAb.N10	N	9	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	G5	N9	0.726		N10	9753_MOL_Pig_Colon_Rec_None_NAb	2	True
9736_MOL_Pig_Colon_Rec_None_NAb.P10	P	9	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	H5	P9	0.727		P10	9736_MOL_Pig_Colon_Rec_None_NAb	2	True
9726_MOL_Pig_Colon_Rec_None_NAb.B12	B	11	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	A6	B11	0.732		B12	9726_MOL_Pig_Colon_Rec_None_NAb	2	True
9728_MOL_Pig_Colon_Rec_None_NAb.D12	D	11	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	B6	D11	0.742		D12	9728_MOL_Pig_Colon_Rec_None_NAb	2	True
MOL_Reag_Cntrl1.F12	F	11	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	C6	F11	0.719		F12	MOL_Reag_Cntrl1	2	True
MOL_Reag_Cntrl2.H12	H	11	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D6	H11	0.721		H12	MOL_Reag_Cntrl2	2	True
9719_QIA_Pig_Colon_Rec_None_Ab.J12	J	11	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E6	J11	0.736		J12	9719_QIA_Pig_Colon_Rec_None_Ab	2	True
9729_QIA_Pig_Colon_Rec_None_Ab.L12	L	11	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F6	L11	0.743		L12	9729_QIA_Pig_Colon_Rec_None_Ab	2	True
9739_QIA_Pig_Colon_Rec_None_Ab.N12	N	11	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	G6	N11	0.729		N12	9739_QIA_Pig_Colon_Rec_None_Ab	2	True
9740_QIA_Pig_Colon_Rec_None_Ab.P12	P	11	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	H6	P11	0.735		P12	9740_QIA_Pig_Colon_Rec_None_Ab	2	True
9741_QIA_Pig_Colon_Rec_None_Ab.B14	B	13	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	A7	B13	0.733		B14	9741_QIA_Pig_Colon_Rec_None_Ab	2	True
9743_QIA_Pig_Colon_Rec_None_NAb.D14	D	13	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	B7	D13	0.742		D14	9743_QIA_Pig_Colon_Rec_None_NAb	2	True
9753_QIA_Pig_Colon_Rec_None_NAb.F14	F	13	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	C7	F13	0.742		F14	9753_QIA_Pig_Colon_Rec_None_NAb	2	True
9736_QIA_Pig_Colon_Rec_None_NAb.H14	H	13	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D7	H13	0.736		H14	9736_QIA_Pig_Colon_Rec_None_NAb	2	True
9726_QIA_Pig_Colon_Rec_None_NAb.J14	J	13	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E7	J13	0.738		J14	9726_QIA_Pig_Colon_Rec_None_NAb	2	True
9728_QIA_Pig_Colon_Rec_None_NAb.L14	L	13	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F7	L13	0.745		L14	9728_QIA_Pig_Colon_Rec_None_NAb	2	True
QIA_Reag_Cntrl1.N14	N	13	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	G7	N13	0.723		N14	QIA_Reag_Cntrl1	2	True
QIA_Reag_Cntrl2.P14	P	13	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	H7	P13	0.723		P14	QIA_Reag_Cntrl2	2	True
9719_ZYM_Pig_Colon_Rec_None_Ab.B16	B	15	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	A8	B15	0.723		B16	9719_ZYM_Pig_Colon_Rec_None_Ab	2	True
9729_ZYM_Pig_Colon_Rec_None_Ab.D16	D	15	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	B8	D15	0.72		D16	9729_ZYM_Pig_Colon_Rec_None_Ab	2	True
9739_ZYM_Pig_Colon_Rec_None_Ab.F16	F	15	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	C8	F15	0.722		F16	9739_ZYM_Pig_Colon_Rec_None_Ab	2	True
9740_ZYM_Pig_Colon_Rec_None_Ab.H16	H	15	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D8	H15	0.721		H16	9740_ZYM_Pig_Colon_Rec_None_Ab	2	True
9741_ZYM_Pig_Colon_Rec_None_Ab.J16	J	15	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E8	J15	0.721		J16	9741_ZYM_Pig_Colon_Rec_None_Ab	2	True
9743_ZYM_Pig_Colon_Rec_None_NAb.L16	L	15	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F8	L15	0.722		L16	9743_ZYM_Pig_Colon_Rec_None_NAb	2	True
9753_ZYM_Pig_Colon_Rec_None_NAb.N16	N	15	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	G8	N15	0.722		N16	9753_ZYM_Pig_Colon_Rec_None_NAb	2	True
9736_ZYM_Pig_Colon_Rec_None_NAb.P16	P	15	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	H8	P15	0.721		P16	9736_ZYM_Pig_Colon_Rec_None_NAb	2	True
9726_ZYM_Pig_Colon_Rec_None_NAb.B18	B	17	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	A9	B17	0.721		B18	9726_ZYM_Pig_Colon_Rec_None_NAb	2	True
9728_ZYM_Pig_Colon_Rec_None_NAb.D18	D	17	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	B9	D17	0.722		D18	9728_ZYM_Pig_Colon_Rec_None_NAb	2	True
ZYM_Reag_Cntrl1.F18	F	17	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	C9	F17	0.723		F18	ZYM_Reag_Cntrl1	2	True
ZYM_Reag_Cntrl2.H18	H	17	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D9	H17	0.723		H18	ZYM_Reag_Cntrl2	2	True
9719_NEB_Pig_Colon_Rec_None_Ab.J18	J	17	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E9	J17	0.784		J18	9719_NEB_Pig_Colon_Rec_None_Ab	2	True
9729_NEB_Pig_Colon_Rec_None_Ab.L18	L	17	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F9	L17	1.013		L18	9729_NEB_Pig_Colon_Rec_None_Ab	2	True
9739_NEB_Pig_Colon_Rec_None_Ab.N18	N	17	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	G9	N17	1.964		N18	9739_NEB_Pig_Colon_Rec_None_Ab	2	True
9740_NEB_Pig_Colon_Rec_None_Ab.P18	P	17	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	H9	P17	5.759		P18	9740_NEB_Pig_Colon_Rec_None_Ab	2	True
9741_NEB_Pig_Colon_Rec_None_Ab.B20	B	19	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	A10	B19	2.272		B20	9741_NEB_Pig_Colon_Rec_None_Ab	2	True
9743_NEB_Pig_Colon_Rec_None_NAb.D20	D	19	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	B10	D19	0.93		D20	9743_NEB_Pig_Colon_Rec_None_NAb	2	True
9753_NEB_Pig_Colon_Rec_None_NAb.F20	F	19	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	C10	F19	1.08		F20	9753_NEB_Pig_Colon_Rec_None_NAb	2	True
9736_NEB_Pig_Colon_Rec_None_NAb.H20	H	19	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D10	H19	5.674		H20	9736_NEB_Pig_Colon_Rec_None_NAb	2	True
9726_NEB_Pig_Colon_Rec_None_NAb.J20	J	19	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E10	J19	1.198		J20	9726_NEB_Pig_Colon_Rec_None_NAb	2	True
9728_NEB_Pig_Colon_Rec_None_NAb.L20	L	19	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F10	L19	1.786		L20	9728_NEB_Pig_Colon_Rec_None_NAb	2	True
NEB_Reag_Cntrl1.N20	N	19	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	G10	N19	0.733		N20	NEB_Reag_Cntrl1	2	True
NEB_Reag_Cntrl2.P20	P	19	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	H10	P19	0.739		P20	NEB_Reag_Cntrl2	2	True
HEK-ZBMS_NEB3.B22	B	21	False	CMI_pig_host_depletion_14778_P3_diluted	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4_dilution	A11	B21	4.7034	True	B22	HEK-ZBMS_NEB3	2	True
HEK_BBC_mCIP1.D22	D	21	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	B11	D21	0.737		D22	HEK_BBC_mCIP1	2	True
HEK_BBC_mCIP2.F22	F	21	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	C11	F21	0.732		F22	HEK_BBC_mCIP2	2	True
HEK_BBC_mCIP3.H22	H	21	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D11	H21	0.728		H22	HEK_BBC_mCIP3	2	True
HEK_BBC_MOL1.J22	J	21	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E11	J21	0.72		J22	HEK_BBC_MOL1	2	True
HEK_BBC_MOL2.L22	L	21	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F11	L21	0.726		L22	HEK_BBC_MOL2	2	True
HEK_BBC_MOL3.N22	N	21	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	G11	N21	0.721		N22	HEK_BBC_MOL3	2	True
HEK_BBC_QIA1.P22	P	21	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	H11	P21	0.78		P22	HEK_BBC_QIA1	2	True
HEK_BBC_QIA2.B24	B	23	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	A12	B23	0.767		B24	HEK_BBC_QIA2	2	True
HEK_BBC_QIA3.D24	D	23	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	B12	D23	0.824		D24	HEK_BBC_QIA3	2	True
HEK_BBC_ZYM1.F24	F	23	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	C12	F23	0.737		F24	HEK_BBC_ZYM1	2	True
HEK_BBC_ZYM2.H24	H	23	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	D12	H23	0.733		H24	HEK_BBC_ZYM2	2	True
HEK_BBC_ZYM3.J24	J	23	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	E12	J23	0.737		J24	HEK_BBC_ZYM3	2	True
HEK_BBC_NEB1.L24	L	23	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	F12	L23	0.894		L24	HEK_BBC_NEB1	2	True
HEK_BBC_NEB2.N24	N	23	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	G12	N23	0.958		N24	HEK_BBC_NEB2	2	True
HEK_BBC_NEB3.P24	P	23	False	CMI_pig_host_depletion_14778_P3	CMI_pig_host_depletion_14778	Mixed_project_plates,1,2,3,4	H12	P23	1.23		P24	HEK_BBC_NEB3	2	True
